VANID,Signup Date,Status,Role,Event Name,Event Type,Event Date,Shift Start Time,Shift End Time,Location Name
114820792,2/28/24,Completed,Volunteer,OCCC Volunteer Day ,Group Volunteer,2/16/24,2024-02-16 10:00:00.0000000 -06:00,2024-02-16 12:00:00.0000000 -06:00,
114820794,7/7/23,Completed,Volunteer,Volunteer Paint Party at NEW Sisu HQ,Group Volunteer,7/15/23,2023-07-15 09:00:00.0000000 -05:00,2023-07-15 15:00:00.0000000 -05:00,Sisu Youth Services
114820877,5/3/23,Completed,Volunteer,April Meal Train ,Meal Train,4/9/23,2023-04-09 17:00:00.0000000 -04:00,2023-04-09 18:00:00.0000000 -04:00,Sisu Youth Services
114820877,4/4/23,Completed,Volunteer,Meal Train,Meal Train,3/12/23,2023-03-12 17:00:00.0000000 -04:00,2023-03-12 18:00:00.0000000 -04:00,Sisu Youth Services
114820877,8/16/23,Completed,Volunteer,August Meal Train ,Meal Train,8/13/23,2023-08-13 16:30:00.0000000 -04:00,2023-08-13 18:00:00.0000000 -04:00,Sisu Youth Services
114820877,10/25/23,Completed,Volunteer,Sept Meal Train ,Meal Train,9/10/23,2023-09-10 16:30:00.0000000 -05:00,2023-09-10 18:30:00.0000000 -05:00,Sisu Youth Services
114820877,10/25/23,Completed,Volunteer,Oct Meal Train ,Meal Train,10/8/23,2023-10-08 16:30:00.0000000 -05:00,2023-10-08 18:00:00.0000000 -05:00,Sisu Youth Services
114820877,3/5/25,Completed,Volunteer,Meal Train,Meal Train,2/9/25,2025-02-09 16:00:00.0000000 -06:00,2025-02-09 19:00:00.0000000 -06:00,
114820877,2/15/23,Completed,Volunteer,Meal Train,Meal Train,1/8/23,2023-01-08 17:00:00.0000000 -05:00,2023-01-08 18:00:00.0000000 -05:00,Sisu Youth Services
114820877,3/10/23,Completed,Volunteer,Meal Train,Meal Train,2/6/23,2023-02-06 17:00:00.0000000 -05:00,2023-02-06 18:00:00.0000000 -05:00,Sisu Youth Services
114820877,12/5/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/9/23,2023-12-09 16:00:00.0000000 -06:00,2023-12-09 17:30:00.0000000 -06:00,Sisu Youth Services
114820877,1/2/24,Completed,Volunteer,January Meal Train,Meal Train,1/14/24,2024-01-14 16:30:00.0000000 -06:00,2024-01-14 18:00:00.0000000 -06:00,Sisu Youth Services
114820877,2/27/24,Completed,Volunteer,March Meal Train,Meal Train,3/9/24,2024-03-09 16:30:00.0000000 -06:00,2024-03-09 18:00:00.0000000 -06:00,Sisu Youth Services
114820877,5/3/24,Completed,Volunteer,April Meal Train,Meal Train,4/14/24,2024-04-14 16:00:00.0000000 -05:00,2024-04-14 18:30:00.0000000 -05:00,Sisu Youth Services
114820877,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/12/24,2024-05-12 16:00:00.0000000 -05:00,2024-05-12 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,6/7/24,Completed,Volunteer,June Meal Train,Meal Train,6/9/24,2024-06-09 17:00:00.0000000 -05:00,2024-06-09 19:30:00.0000000 -05:00,Sisu Youth Services
114820877,7/2/24,Completed,Volunteer,Meal Train,Meal Train,7/14/24,2024-07-14 16:30:00.0000000 -05:00,2024-07-14 19:30:00.0000000 -05:00,Sisu Youth Services
114820877,8/19/24,Completed,Volunteer,Meal Train,Meal Train,8/11/24,2024-08-11 16:30:00.0000000 -05:00,2024-08-11 19:30:00.0000000 -05:00,Sisu Youth Services
114820877,9/2/24,Completed,Volunteer,Meal Train,Meal Train,9/15/24,2024-09-15 16:30:00.0000000 -05:00,2024-09-15 19:30:00.0000000 -05:00,Sisu Youth Services
114820877,1/1/25,Completed,Volunteer,Meal Train,Meal Train,10/12/24,2024-10-12 16:30:00.0000000 -05:00,2024-10-12 19:30:00.0000000 -05:00,Sisu Youth Services
114820877,1/1/25,Completed,Volunteer,Meal Train,Meal Train,11/10/24,2024-11-10 16:30:00.0000000 -06:00,2024-11-10 19:30:00.0000000 -06:00,Sisu Youth Services
114820877,1/1/25,Completed,Volunteer,Meal Train,Meal Train,12/8/24,2024-12-08 16:30:00.0000000 -06:00,2024-12-08 19:30:00.0000000 -06:00,Sisu Youth Services
114820877,1/20/25,Completed,Volunteer,Meal Train,Meal Train,1/12/25,2025-01-12 16:00:00.0000000 -06:00,2025-01-12 19:00:00.0000000 -06:00,Sisu Youth Services
114820877,2/13/25,Completed,Volunteer,Meal Train,Meal Train,2/8/25,2025-02-08 16:00:00.0000000 -06:00,2025-02-08 19:00:00.0000000 -06:00,Sisu Youth Services
114820877,3/10/25,Completed,Volunteer,Meal Train,Meal Train,3/9/25,2025-03-09 16:00:00.0000000 -05:00,2025-03-09 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,4/17/25,Completed,Volunteer,Meal Train,Meal Train,4/13/25,2025-04-13 16:00:00.0000000 -05:00,2025-04-13 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,6/26/25,Completed,Volunteer,Meal Train,Meal Train,6/8/25,2025-06-08 16:00:00.0000000 -05:00,2025-06-08 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,8/18/25,Completed,Volunteer,Meal Train,Meal Train,7/13/25,2025-07-13 16:00:00.0000000 -05:00,2025-07-13 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,8/18/25,Completed,Volunteer,Meal Train,Meal Train,8/10/25,2025-08-10 16:00:00.0000000 -05:00,2025-08-10 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,10/22/25,Completed,Volunteer,Meal Train,Meal Train,9/14/25,2025-09-14 16:00:00.0000000 -05:00,2025-09-14 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,10/22/25,Completed,Volunteer,Meal Train,Meal Train,10/12/25,2025-10-12 16:00:00.0000000 -05:00,2025-10-12 19:00:00.0000000 -05:00,Sisu Youth Services
114820877,10/22/25,Sched-Web,Volunteer,Meal Train,Meal Train,11/9/25,2025-11-09 16:00:00.0000000 -06:00,2025-11-09 19:00:00.0000000 -06:00,Sisu Youth Services
114820909,2/27/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,1/30/25,2025-01-30 16:00:00.0000000 -06:00,2025-01-30 19:00:00.0000000 -06:00,Sisu Youth Services
114820909,2/27/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,2/16/25,2025-02-16 16:00:00.0000000 -06:00,2025-02-16 19:00:00.0000000 -06:00,Sisu Youth Services
114820909,4/16/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,3/9/25,2025-03-09 19:00:00.0000000 -05:00,2025-03-09 22:00:00.0000000 -05:00,Sisu Youth Services
114820909,4/16/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,3/16/25,2025-03-16 19:00:00.0000000 -05:00,2025-03-16 22:00:00.0000000 -05:00,Sisu Youth Services
114820909,4/29/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,4/20/25,2025-04-20 17:30:00.0000000 -05:00,2025-04-20 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,7/29/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,7/5/24,2024-07-05 16:00:00.0000000 -04:00,2024-07-05 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,7/29/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,7/14/24,2024-07-14 16:00:00.0000000 -04:00,2024-07-14 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,8/19/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,8/4/24,2024-08-04 16:00:00.0000000 -04:00,2024-08-04 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,8/19/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,8/11/24,2024-08-11 16:00:00.0000000 -04:00,2024-08-11 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,10/21/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,9/8/24,2024-09-08 16:00:00.0000000 -04:00,2024-09-08 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,10/21/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,9/15/24,2024-09-15 16:00:00.0000000 -04:00,2024-09-15 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,10/21/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,10/6/24,2024-10-06 16:00:00.0000000 -04:00,2024-10-06 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,10/21/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,10/13/24,2024-10-13 17:30:00.0000000 -04:00,2024-10-13 19:30:00.0000000 -04:00,Sisu Youth Services
114820909,11/19/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,11/10/24,2024-11-10 16:00:00.0000000 -05:00,2024-11-10 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,11/19/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,11/17/24,2024-11-17 16:00:00.0000000 -05:00,2024-11-17 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,2/27/25,Completed,Volunteer,Shelter Shifts,Shelter Shift,12/29/24,2024-12-29 16:00:00.0000000 -05:00,2024-12-29 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,5/29/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,5/11/25,2025-05-11 16:00:00.0000000 -05:00,2025-05-11 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,5/29/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,5/25/25,2025-05-25 17:30:00.0000000 -05:00,2025-05-25 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,6/26/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,6/1/25,2025-06-01 17:30:00.0000000 -05:00,2025-06-01 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,6/26/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,6/29/25,2025-06-29 17:30:00.0000000 -05:00,2025-06-29 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,11/17/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,7/13/25,2025-07-13 17:30:00.0000000 -05:00,2025-07-13 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,11/17/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,8/17/25,2025-08-17 17:30:00.0000000 -05:00,2025-08-17 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,11/17/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,9/28/25,2025-09-28 17:30:00.0000000 -05:00,2025-09-28 19:30:00.0000000 -05:00,Sisu Youth Services
114820909,11/17/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,11/9/25,2025-11-09 17:30:00.0000000 -06:00,2025-11-09 19:30:00.0000000 -06:00,Sisu Youth Services
114820909,7/29/24,Completed,Volunteer,June Shelter Shift,Shelter Shift,6/9/24,2024-06-09 16:00:00.0000000 -05:00,2024-06-09 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,1/31/24,Completed,Volunteer,January Shelter Shift,Shelter Shift,1/7/24,2024-01-07 16:00:00.0000000 -06:00,2024-01-07 19:00:00.0000000 -06:00,Sisu Youth Services
114820909,3/10/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/19/23,2023-02-19 16:00:00.0000000 -05:00,2023-02-19 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,3/10/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/26/23,2023-02-26 16:00:00.0000000 -05:00,2023-02-26 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,4/3/23,Completed,Volunteer,Shelter Shift ,Shelter Shift,3/5/23,2023-03-05 16:00:00.0000000 -05:00,2023-03-05 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,4/3/23,Completed,Volunteer,Shelter Shift ,Shelter Shift,3/12/23,2023-03-12 16:00:00.0000000 -04:00,2023-03-12 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,2/13/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/29/23,2023-01-29 16:00:00.0000000 -06:00,2023-01-29 19:00:00.0000000 -06:00,Sisu Youth Services
114820909,2/13/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/22/23,2023-01-22 16:00:00.0000000 -06:00,2023-01-22 19:00:00.0000000 -06:00,Sisu Youth Services
114820909,9/19/23,Confirmed,Volunteer,September Shelter Shift ,Shelter Shift,9/1/23,2023-09-01 16:00:00.0000000 -05:00,2023-09-01 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,8/23/23,Completed,Volunteer,August Shelter ,Shelter Shift,8/20/23,2023-08-20 16:00:00.0000000 -05:00,2023-08-20 19:00:00.0000000 -05:00,Sisu Youth Services
114820909,7/24/23,Completed,Volunteer,July Shelter Shift ,Shelter Shift,7/23/23,2023-07-23 16:00:00.0000000 -04:00,2023-07-23 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,7/31/23,Completed,Volunteer,July Shelter Shift ,Shelter Shift,7/30/23,2023-07-30 10:00:00.0000000 -04:00,2023-07-30 13:00:00.0000000 -04:00,Sisu Youth Services
114820909,5/3/23,Completed,Volunteer,April Shelter Shift,Shelter Shift,4/23/23,2023-04-23 16:00:00.0000000 -04:00,2023-04-23 19:00:00.0000000 -04:00,Sisu Youth Services
114820909,5/8/23,Completed,Volunteer,May Shelter Shift ,Shelter Shift,5/7/23,2023-05-07 16:00:00.0000000 -04:00,2023-05-07 19:00:00.0000000 -04:00,Sisu Youth Services
114820923,7/21/23,Sched-Web,Volunteer,Volunteer Paint Party at NEW Sisu HQ,Group Volunteer,7/23/23,2023-07-23 11:30:00.0000000 -05:00,2023-07-23 14:30:00.0000000 -05:00,Sisu Youth Services
114820929,7/21/23,Sched-Web,Volunteer,Volunteer Paint Party at NEW Sisu HQ,Group Volunteer,7/23/23,2023-07-23 11:30:00.0000000 -05:00,2023-07-23 14:30:00.0000000 -05:00,Sisu Youth Services
114820957,9/6/24,Completed,Volunteer,Meal Train,Meal Train,9/13/24,2024-09-13 16:30:00.0000000 -05:00,2024-09-13 19:30:00.0000000 -05:00,Sisu Youth Services
114820982,5/12/23,Completed,Volunteer,May Meal Train,Meal Train,5/8/23,2023-05-08 17:00:00.0000000 -04:00,2023-05-08 18:00:00.0000000 -04:00,Sisu Youth Services
114820982,4/4/23,Completed,Volunteer,Meal Train,Meal Train,3/2/23,2023-03-02 17:00:00.0000000 -05:00,2023-03-02 18:00:00.0000000 -05:00,Sisu Youth Services
114820997,7/25/23,Sched-Web,Volunteer,Volunteer Paint Party at NEW Sisu HQ,Group Volunteer,7/29/23,2023-07-29 12:00:00.0000000 -05:00,2023-07-29 15:00:00.0000000 -05:00,Sisu Youth Services
114820998,4/4/23,Completed,Volunteer,Shelter Shift,Shelter Shift,3/23/23,2023-03-23 19:00:00.0000000 -04:00,2023-03-23 22:00:00.0000000 -04:00,Sisu Youth Services
114820998,4/4/23,Completed,Volunteer,Shelter Shift,Shelter Shift,3/9/23,2023-03-09 19:00:00.0000000 -05:00,2023-03-09 22:00:00.0000000 -05:00,Sisu Youth Services
114820998,4/4/23,Completed,Volunteer,Shelter Shift,Shelter Shift,3/30/23,2023-03-30 19:00:00.0000000 -04:00,2023-03-30 22:00:00.0000000 -04:00,Sisu Youth Services
114820998,11/21/23,Sched-Web,Attendee,Volunteer Refresher,Training,12/2/23,2023-12-02 14:00:00.0000000 -06:00,2023-12-02 16:00:00.0000000 -06:00,
114820998,2/17/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/2/23,2023-02-02 16:00:00.0000000 -05:00,2023-02-02 19:00:00.0000000 -05:00,Sisu Youth Services
114820998,3/10/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/23/23,2023-02-23 16:00:00.0000000 -05:00,2023-02-23 19:00:00.0000000 -05:00,Sisu Youth Services
114820998,4/10/24,Completed,Volunteer,April Shelter Shift,Shelter Shift,4/9/24,2024-04-09 17:30:00.0000000 -05:00,2024-04-09 19:30:00.0000000 -05:00,Sisu Youth Services
114820998,4/10/24,Completed,Volunteer,April Shelter Shift,Shelter Shift,4/11/24,2024-04-11 17:30:00.0000000 -05:00,2024-04-11 19:30:00.0000000 -05:00,Sisu Youth Services
114820998,5/3/24,Completed,Volunteer,April Shelter Shift,Shelter Shift,4/30/24,2024-04-30 17:30:00.0000000 -05:00,2024-04-30 19:30:00.0000000 -05:00,Sisu Youth Services
114820998,5/21/24,Completed,Volunteer,May Shelter Shift ,Shelter Shift,5/21/24,2024-05-21 17:00:00.0000000 -06:00,2024-05-21 20:00:00.0000000 -06:00,Sisu Youth Services
114820998,10/25/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/11/23,2023-11-11 10:30:00.0000000 -05:00,2023-11-11 12:30:00.0000000 -05:00,Sisu Youth Services
114820999,5/16/24,Completed,Volunteer,May Meal Train,Meal Train,5/25/24,2024-05-25 16:00:00.0000000 -05:00,2024-05-25 19:00:00.0000000 -05:00,Sisu Youth Services
114820999,7/24/23,Completed,Volunteer,July Meal Train ,Meal Train,7/23/23,2023-07-23 16:00:00.0000000 -04:00,2023-07-23 18:30:00.0000000 -04:00,Sisu Youth Services
114820999,10/6/23,Completed,Volunteer,August Meal Train ,Meal Train,8/20/23,2023-08-20 16:30:00.0000000 -04:00,2023-08-20 18:00:00.0000000 -04:00,Sisu Youth Services
114820999,10/6/23,Sched-Web,Volunteer,Oct Meal Train ,Meal Train,10/13/23,2023-10-13 16:30:00.0000000 -05:00,2023-10-13 18:00:00.0000000 -05:00,Sisu Youth Services
114820999,4/16/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,3/31/25,2025-03-31 17:30:00.0000000 -05:00,2025-03-31 19:30:00.0000000 -05:00,Sisu Youth Services
114820999,4/16/25,Completed,Volunteer,Meal Train,Meal Train,3/31/25,2025-03-31 16:00:00.0000000 -05:00,2025-03-31 19:00:00.0000000 -05:00,Sisu Youth Services
114821015,5/29/25,Completed,Volunteer,Meal Train,Meal Train,5/18/25,2025-05-18 16:00:00.0000000 -05:00,2025-05-18 19:00:00.0000000 -05:00,Sisu Youth Services
114821015,10/23/25,Sched-Web,Volunteer,Meal Train,Meal Train,11/2/25,2025-11-02 16:00:00.0000000 -06:00,2025-11-02 19:00:00.0000000 -06:00,Sisu Youth Services
114821015,10/23/25,Completed,Volunteer,Meal Train,Meal Train,9/16/25,2025-09-16 16:00:00.0000000 -05:00,2025-09-16 19:00:00.0000000 -05:00,Sisu Youth Services
114821015,5/8/23,Completed,Volunteer,May Meal Train,Meal Train,5/7/23,2023-05-07 17:00:00.0000000 -04:00,2023-05-07 18:00:00.0000000 -04:00,Sisu Youth Services
114821015,5/12/23,Completed,Volunteer,May Meal Train,Meal Train,5/8/23,2023-05-08 17:00:00.0000000 -04:00,2023-05-08 18:00:00.0000000 -04:00,Sisu Youth Services
114821015,5/3/24,Completed,Volunteer,April Meal Train,Meal Train,4/28/24,2024-04-28 16:00:00.0000000 -05:00,2024-04-28 18:30:00.0000000 -05:00,Sisu Youth Services
114821015,9/2/24,Completed,Volunteer,Meal Train,Meal Train,9/16/24,2024-09-16 16:30:00.0000000 -05:00,2024-09-16 19:30:00.0000000 -05:00,Sisu Youth Services
114821015,7/16/24,Completed,Volunteer,Meal Train,Meal Train,7/21/24,2024-07-21 16:30:00.0000000 -05:00,2024-07-21 19:30:00.0000000 -05:00,Sisu Youth Services
114821015,2/27/24,Completed,Volunteer,March Meal Train,Meal Train,3/3/24,2024-03-03 16:30:00.0000000 -06:00,2024-03-03 18:00:00.0000000 -06:00,Sisu Youth Services
114821019,10/23/25,Completed,Volunteer,Meal Train,Meal Train,11/5/25,2025-11-05 16:00:00.0000000 -06:00,2025-11-05 19:00:00.0000000 -06:00,Sisu Youth Services
114821036,1/11/24,Completed,Volunteer,January Shelter Shift,Shelter Shift,1/10/24,2024-01-10 17:30:00.0000000 -06:00,2024-01-10 19:30:00.0000000 -06:00,Sisu Youth Services
114821036,2/17/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/1/23,2023-02-01 16:00:00.0000000 -05:00,2023-02-01 19:00:00.0000000 -05:00,Sisu Youth Services
114821036,2/17/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/8/23,2023-02-08 16:00:00.0000000 -05:00,2023-02-08 19:00:00.0000000 -05:00,Sisu Youth Services
114821036,3/10/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/12/23,2023-02-12 19:00:00.0000000 -05:00,2023-02-12 22:00:00.0000000 -05:00,Sisu Youth Services
114821036,2/17/23,Completed,Volunteer,Shelter Shift,Shelter Shift,2/13/23,2023-02-13 16:00:00.0000000 -05:00,2023-02-13 19:00:00.0000000 -05:00,Sisu Youth Services
114821036,2/13/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/18/23,2023-01-18 16:00:00.0000000 -06:00,2023-01-18 19:00:00.0000000 -06:00,Sisu Youth Services
114821036,2/13/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/4/23,2023-01-04 16:00:00.0000000 -06:00,2023-01-04 19:00:00.0000000 -06:00,Sisu Youth Services
114821045,5/3/23,Completed,Volunteer,April Meal Train ,Meal Train,4/16/23,2023-04-16 17:00:00.0000000 -04:00,2023-04-16 18:00:00.0000000 -04:00,Sisu Youth Services
114821045,7/2/24,Completed,Volunteer,Meal Train,Meal Train,7/28/24,2024-07-28 16:30:00.0000000 -05:00,2024-07-28 19:30:00.0000000 -05:00,Sisu Youth Services
114821045,8/19/24,Completed,Volunteer,Meal Train,Meal Train,8/16/24,2024-08-16 16:30:00.0000000 -05:00,2024-08-16 19:30:00.0000000 -05:00,Sisu Youth Services
114821045,6/7/24,Completed,Volunteer,June Meal Train,Meal Train,6/16/24,2024-06-16 17:00:00.0000000 -05:00,2024-06-16 19:30:00.0000000 -05:00,Sisu Youth Services
114821077,1/18/24,Completed,Volunteer,January Meal Train,Meal Train,1/19/24,2024-01-19 16:30:00.0000000 -06:00,2024-01-19 18:00:00.0000000 -06:00,Sisu Youth Services
114821077,4/8/24,Completed,Volunteer,April Meal Train,Meal Train,4/12/24,2024-04-12 16:00:00.0000000 -05:00,2024-04-12 18:30:00.0000000 -05:00,Sisu Youth Services
114821077,10/22/25,Completed,Volunteer,Meal Train,Meal Train,10/19/25,2025-10-19 16:00:00.0000000 -05:00,2025-10-19 19:00:00.0000000 -05:00,Sisu Youth Services
114821077,3/10/25,Completed,Volunteer,Meal Train,Meal Train,3/3/25,2025-03-03 16:00:00.0000000 -06:00,2025-03-03 19:00:00.0000000 -06:00,Sisu Youth Services
114821081,2/4/25,Completed,Volunteer,Meal Train,Meal Train,1/25/25,2025-01-25 16:00:00.0000000 -06:00,2025-01-25 19:00:00.0000000 -06:00,Sisu Youth Services
114821081,4/2/24,Completed,Volunteer,Birthday Party,PYD,3/29/24,2024-03-29 16:00:00.0000000 -05:00,2024-03-29 18:00:00.0000000 -05:00,Sisu Youth Services
114821081,5/3/23,Completed,Volunteer,April Meal Train ,Meal Train,4/29/23,2023-04-29 17:00:00.0000000 -04:00,2023-04-29 18:00:00.0000000 -04:00,Sisu Youth Services
114821081,8/8/23,Sched-Web,Volunteer,August Meal Train ,Meal Train,8/26/23,2023-08-26 16:30:00.0000000 -04:00,2023-08-26 18:00:00.0000000 -04:00,Sisu Youth Services
114821081,7/25/23,Confirmed,Volunteer,July Meal Train ,Meal Train,7/29/23,2023-07-29 16:00:00.0000000 -04:00,2023-07-29 18:30:00.0000000 -04:00,Sisu Youth Services
114821081,7/25/23,Completed,Attendee,July Volunteer Orientation,Training,7/30/23,2023-07-30 15:00:00.0000000 -05:00,2023-07-30 16:30:00.0000000 -05:00,Sisu Youth Services
114821081,2/15/23,Completed,Volunteer,Meal Train,Meal Train,1/28/23,2023-01-28 17:00:00.0000000 -05:00,2023-01-28 18:00:00.0000000 -05:00,Sisu Youth Services
114823212,2/15/23,Completed,Volunteer,Meal Train,Meal Train,1/21/23,2023-01-21 17:00:00.0000000 -05:00,2023-01-21 18:00:00.0000000 -05:00,Sisu Youth Services
114823212,8/10/23,Completed,Volunteer,August Meal Train ,Meal Train,8/12/23,2023-08-12 16:30:00.0000000 -04:00,2023-08-12 18:00:00.0000000 -04:00,Sisu Youth Services
114823212,5/3/23,Completed,Volunteer,April Meal Train ,Meal Train,4/28/23,2023-04-28 17:00:00.0000000 -04:00,2023-04-28 18:00:00.0000000 -04:00,Sisu Youth Services
114823226,6/26/25,Completed,Volunteer,Meal Train,Meal Train,6/27/25,2025-06-27 16:00:00.0000000 -05:00,2025-06-27 19:00:00.0000000 -05:00,Sisu Youth Services
115834649,4/9/24,Completed,Volunteer,March Meal Train,Meal Train,3/18/24,2024-03-18 16:30:00.0000000 -06:00,2024-03-18 18:00:00.0000000 -06:00,Sisu Youth Services
115834716,9/12/23,Sched-Web,Volunteer,Sept Meal Train ,Meal Train,9/29/23,2023-09-29 16:30:00.0000000 -05:00,2023-09-29 18:30:00.0000000 -05:00,Sisu Youth Services
115834736,5/29/25,Completed,Volunteer,Meal Train,Meal Train,5/19/25,2025-05-19 16:00:00.0000000 -05:00,2025-05-19 19:00:00.0000000 -05:00,Sisu Youth Services
115834736,2/25/25,Completed,Attendee,March Volunteer Orientation ,Vol Orientatio,3/1/25,2025-03-01 11:00:00.0000000 -06:00,2025-03-01 12:00:00.0000000 -06:00,Sisu Youth Services
115834795,9/19/23,Completed,Volunteer,Sept Meal Train ,Meal Train,9/18/23,2023-09-18 16:30:00.0000000 -05:00,2023-09-18 18:30:00.0000000 -05:00,Sisu Youth Services
115834801,11/19/25,Completed,Volunteer,Meal Train,Meal Train,11/24/25,2025-11-24 16:00:00.0000000 -06:00,2025-11-24 19:00:00.0000000 -06:00,Sisu Youth Services
115834812,7/9/24,Completed,Volunteer,Meal Train,Meal Train,7/10/24,2024-07-10 16:30:00.0000000 -05:00,2024-07-10 19:30:00.0000000 -05:00,Sisu Youth Services
115834817,2/15/23,Completed,Volunteer,Meal Train,Meal Train,1/6/23,2023-01-06 17:00:00.0000000 -05:00,2023-01-06 18:00:00.0000000 -05:00,Sisu Youth Services
115834818,2/7/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/31/23,2023-01-31 19:00:00.0000000 -06:00,2023-01-31 22:00:00.0000000 -06:00,Sisu Youth Services
115834818,2/7/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/3/23,2023-01-03 19:00:00.0000000 -06:00,2023-01-03 22:00:00.0000000 -06:00,Sisu Youth Services
115834818,2/7/23,Completed,Volunteer,Shelter Shift,Shelter Shift,1/17/23,2023-01-17 19:00:00.0000000 -06:00,2023-01-17 22:00:00.0000000 -06:00,Sisu Youth Services
115834818,7/17/23,Completed,Volunteer,Volunteer Paint Party at NEW Sisu HQ,Group Volunteer,7/15/23,2023-07-15 09:00:00.0000000 -05:00,2023-07-15 15:00:00.0000000 -05:00,Sisu Youth Services
115834826,12/6/23,No Show,Attendee,Volunteer Refresher ,Training,1/6/24,2024-01-06 14:00:00.0000000 -06:00,2024-01-06 16:00:00.0000000 -06:00,Sisu Youth Services
115834895,12/5/23,Sched-Web,Volunteer,Dec Meal Train,Meal Train,12/4/23,2023-12-04 16:00:00.0000000 -06:00,2023-12-04 17:30:00.0000000 -06:00,Sisu Youth Services
115834895,1/4/24,Completed,Volunteer,January Meal Train,Meal Train,1/7/24,2024-01-07 16:30:00.0000000 -06:00,2024-01-07 18:00:00.0000000 -06:00,Sisu Youth Services
115834895,10/6/23,Sched-Web,Volunteer,Oct Meal Train ,Meal Train,10/6/23,2023-10-06 16:30:00.0000000 -05:00,2023-10-06 18:00:00.0000000 -05:00,Sisu Youth Services
115834895,10/30/23,Sched-Web,Volunteer,November Meal Train ,Meal Train,11/4/23,2023-11-04 16:00:00.0000000 -05:00,2023-11-04 18:00:00.0000000 -05:00,Sisu Youth Services
